date,826449,7131898,30328665,793588,11537799,5914209,25231064,32567365,6692494,4383933,13241010,982591,635233,24714347,24574637,20629210,25114810,35781132,37035922,35786984,28916008,8955149,24328218,19574740,4872426,14096049,30384816,23021257,13758027,19591627,2364921,951717,21961306,18708059,638118,1652037,8083856,19346561,7152043,28370646,26490982,16108723,11346256,9110905,13632323,12525480,6863702,15070499,17164428,16600906,20843587,2799797,31876374,657169,34520593,13670413,34720195,31621516,3855919,3973874,7567360,693945,13319748,16417415,4743794,579619,579617,7375226,11853521,23812128,33702671,4010194,806528,16470970,11496781,19361531,10250614,18746945,1442520,4909366
2024-07-28,29132,3065,3676,727,6482,4576,11697,531,19290,16216,12359,11418,5446,935,413,768,619,444,1073,3403,251,3435,432,1146,1747,536,1302,1818,1581,9779,8135,12264,2518,944,9603,5168,643,1790,2522,686,1947,268,5091,3078,3196,6965,5574,590,4903,14873,6511,9376,928,18515,536,3771,409,1463,3874,6721,2369,11189,4841,8347,15515,3538,21214,11094,25081,3974,388,1916,2052,2743,719,255,1218,1418,1366,3225
2024-07-29,29132,3065,3676,727,6482,4576,11697,531,19290,16216,12359,11418,5446,935,413,768,619,444,1073,3403,251,3435,432,1146,1747,536,1302,1818,1581,9779,8135,12264,2518,946,9603,5168,644,1790,2522,687,1947,268,5091,3078,3196,6965,5574,591,4903,14873,6511,9376,928,18515,536,3771,409,1463,3874,6721,2369,11189,4841,8347,15515,3538,21214,11094,25081,3974,388,1916,2052,2743,719,255,1218,1418,1366,3225
2024-07-30,29132,3065,3676,727,6482,4576,11697,531,19290,16216,12359,11418,5446,935,413,768,619,444,1073,3403,251,3435,432,1146,1747,536,1302,1818,1581,9779,8135,12264,2518,946,9603,5168,644,1790,2522,687,1947,268,5091,3078,3196,6965,5574,591,4903,14873,6511,9376,928,18515,536,3771,409,1463,3874,6721,2369,11189,4841,8347,15515,3538,21214,11094,25081,3974,388,1916,2052,2742,719,255,1218,1418,1366,3225
2024-08-01,29132,3065,3676,727,6482,4576,11697,531,19290,16216,12359,11418,5446,935,413,768,619,444,1073,3403,251,3435,432,1146,1747,536,1302,1818,1581,9779,8135,12264,2518,946,9603,5168,644,1790,2522,687,1947,268,5091,3078,3196,6965,5574,591,4903,14873,6511,9376,928,18515,536,3771,409,1464,3874,6721,2370,11189,4841,8347,15515,3538,21214,11094,25081,3974,388,1916,2052,2742,719,255,1218,1418,1366,3225
2024-08-02,29132,3065,3676,727,6482,4576,11697,531,19290,16216,12359,11418,5446,935,413,768,619,444,1073,3403,251,3435,432,1146,1747,536,1302,1818,1581,9779,8135,12264,2518,946,9603,5168,646,1790,2522,687,1947,268,5091,3078,3196,6965,5574,591,4903,14873,6511,9376,928,18515,536,3771,409,1464,3874,6721,2371,11189,4841,8347,15515,3538,21214,11094,25081,3974,388,1916,2052,2743,719,255,1218,1418,1366,3225
2024-08-03,29132,3065,3676,727,6482,4576,11697,531,19290,16216,12359,11418,5446,935,413,768,619,444,1073,3403,251,3435,432,1146,1747,536,1302,1818,1581,9779,8135,12264,2518,946,9603,5168,646,1790,2522,688,1947,268,5091,3078,3196,6965,5574,592,4903,14873,6511,9376,928,18515,536,3771,409,1464,3874,6721,2371,11189,4841,8347,15515,3538,21214,11094,25081,3974,388,1916,2052,2743,719,255,1218,1418,1366,3225
2024-08-04,29132,3065,3676,727,6482,4576,11697,531,19290,16216,12359,11418,5446,991,413,768,619,444,1073,3403,251,3435,432,1146,1747,536,1302,1818,1581,9779,8135,12264,2518,946,9603,5168,647,1790,2522,688,1947,268,5093,3078,3196,6965,5574,595,4903,14873,6511,9376,928,18515,536,3771,409,1465,3874,6721,2371,11189,4841,8347,15515,3538,21214,11094,25081,3974,388,1916,2052,2743,719,255,1218,1418,1366,3225
2024-08-06,29132,3065,3676,727,6482,4576,11697,531,19290,16216,12359,11418,5446,991,413,768,619,444,1073,3403,251,3435,432,1146,1747,536,1302,1818,1581,9779,8135,12264,2518,946,9603,5168,649,1790,2522,688,1947,268,5093,3078,3196,6965,5574,595,4903,14873,6511,9376,928,18515,536,3771,409,1465,3874,6721,2371,11189,4841,8347,15515,3538,21214,11094,25081,3974,388,1916,2052,2743,719,255,1220,1418,1368,3225
2024-08-07,29132,3065,3676,727,6482,4576,11697,531,19290,16216,12359,11418,5446,991,413,768,619,444,1073,3403,251,3435,432,1146,1747,536,1302,1818,1581,9779,8135,12264,2518,946,9603,5168,649,1790,2522,688,1947,268,5093,3078,3196,6965,5574,595,4903,14873,6511,9376,928,18515,536,3771,409,1465,3874,6721,2371,11189,4841,8347,15515,3538,21214,11094,25081,3974,388,1916,2052,2743,719,255,1220,1418,1368,3225
2024-08-08,29132,3065,3676,727,6482,4576,11697,531,19290,16216,12359,11418,5446,991,413,768,619,444,1073,3403,251,3435,432,1146,1747,536,1302,1818,1581,9779,8135,12264,2518,946,9603,5168,649,1790,2522,688,1947,268,5093,3078,3196,6965,5574,595,4903,14873,6511,9376,928,18515,536,3771,409,1465,3874,6721,2371,11189,4841,8347,15515,3538,21214,11094,25081,3974,388,1916,2052,2743,719,255,1220,1418,1369,3225
2024-08-09,29132,3065,3676,727,6482,4576,11697,531,19290,16216,12359,11418,5446,991,413,768,619,444,1073,3403,251,3435,432,1146,1747,536,1302,1818,1581,9779,8135,12264,2518,946,9603,5168,648,1790,2522,688,1947,268,5093,3078,3196,6965,5574,595,4903,14873,6511,9376,928,18515,536,3771,409,1465,3874,6721,2371,11189,4841,8347,15515,3538,21214,11094,25081,3974,388,1916,2052,2744,719,336,1220,1418,1369,3224
