lat,long
37.00014,-122.00043
37.00007,-122.00021
36.99987,-121.99976
36.99972,-121.99958
36.99969,-121.9995
36.99969,-121.99947
36.99975,-121.99939
36.99973,-121.99943
36.99954,-121.99958
